;id;DS.chainage;velocity;len(DS.densified_wl_by_regr_itpd);len(DS.upstream_adjacent_vs);mean_bias;mean_uncrt;mean_rmse_sum;rmse_reg;rmse_raw;rmse_cval;rmse_daily;rmse_srd;nse_reg;nse_raw;nse_cval;nse_daily;nse_srd
35;46217;78287,03637738184;1,6;540;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,433;0,9478;0,155;0,2845;0,192;0,9459;0,7406;0,9946;0,9764;0,9907
36;46217;78287,03637738184;1,64;540;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4318;0,9478;0,1549;0,2828;0,192;0,9462;0,7406;0,9946;0,9768;0,9907
37;46217;78287,03637738184;1,68;540;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4318;0,9478;0,1548;0,2829;0,192;0,9462;0,7406;0,9946;0,9768;0,9907
38;46217;78287,03637738184;1,72;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4296;0,9478;0,1547;0,2799;0,192;0,9467;0,7406;0,9946;0,9773;0,9907
39;46217;78287,03637738184;1,76;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4279;0,9478;0,1547;0,2808;0,192;0,9471;0,7406;0,9946;0,9771;0,9907
40;46217;78287,03637738184;1,8;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4298;0,9478;0,1548;0,2816;0,192;0,9467;0,7406;0,9946;0,9771;0,9907
41;46217;78287,03637738184;1,84;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4297;0,9478;0,1553;0,2815;0,192;0,9467;0,7406;0,9945;0,977;0,9907
42;46217;78287,03637738184;1,88;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4299;0,9478;0,1555;0,2843;0,192;0,9466;0,7406;0,9945;0,9765;0,9907
43;46217;78287,03637738184;1,92;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4304;0,9478;0,1552;0,2874;0,192;0,9465;0,7406;0,9946;0,9761;0,9907
44;46217;78287,03637738184;1,96;539;21;0,3136922785785965;0,10328605200945627;0,35332789598108744;0,4294;0,9478;0,1594;0,2862;0,192;0,9468;0,7406;0,9943;0,9763;0,9907
